# Информация по метеостанции 259130 Магадан Географические координаты: 59.550,150.783 Первое наблюдение: 03.03.1946 Последнее наблюдение: 31.12.2021;;;;;;;
Дата; Максимальная температура; Минимальная температура;Средняя температура; Атмосферное давление; Скорость ветра; Осадки; Эффективная температура
07.11.1977; -3.0; -12.0; -4.9;9999;6;1; -11.1
08.11.1977; -4.0; -11.0; -8.3;9999;5;3; -14.0
09.11.1977; -9.0; -15.0; -11.6;9999;4;1; -17.0
10.11.1977; -5.0; -15.0; -7.1;9999;10;0; -16.2
11.11.1977; -4.0; -11.0; -7.1;9999;9;1; -15.5
12.11.1977; -10.0; -17.0; -14.4;9999;4;0; -20.1
13.11.1977; -13.0; -17.0; -14.9;9999;4;0; -20.6
14.11.1977; -9.0; -16.0; -10.1;9999;6;0; -16.7
15.11.1977; -7.0; -12.0; -8.8;9999;7;0; -16.0
16.11.1977; -10.0; -18.0; -15.2;9999;5;0; -21.6
17.11.1977; -16.0; -20.0; -18.1;9999;4;0; -24.0
18.11.1977; -16.0; -20.0; -17.6;9999;3;0; -22.8
19.11.1977; -15.0; -20.0; -17.6;9999;2;0; -22.1
20.11.1977; -16.0; -20.0; -16.8;9999;3;0; -22.0
21.11.1977; -13.0; -18.0; -15.4;9999;1;0; -19.2
22.11.1977; -12.0; -17.0; -14.8;9999;5;0; -21.1
23.11.1977; -4.0; -16.0; -6.0;9999;9;0; -14.3
24.11.1977; -1.0; -6.0; -1.9;9999;9;0; -9.7
25.11.1977; -1.0; -2.0; -1.8;9999;8;0; -8.9
26.11.1977; -2.0; -6.0; -4.4;9999;1;6; -7.1
27.11.1977; -6.0; -9.0; -7.4;9999;4;3; -12.4
28.11.1977; -2.0; -9.0; -5.0;9999;6;13; -11.0
29.11.1977; 0.0; -5.0; -3.6;9999;7;19; -10.2
30.11.1977; -5.0; -12.0; -9.4;9999;3;3; -14.0
01.12.1977; -5.0; -12.0; -6.7;9999;5;1; -12.4
02.12.1977; -3.0; -9.0; -6.4;9999;5;11; -11.9
03.12.1977; -8.0; -15.0; -11.6;9999;3;3; -16.3
04.12.1977; 0.0; -15.0; -4.1;9999;10;2; -12.8
05.12.1977; 1.0; -4.0; 0.3;9999;13;1; -9.9
06.12.1977; 1.0; 0.0; 0.9;9999;11;0; -8.0
07.12.1977; 1.0; 0.0; 0.1;9999;11;0; -8.8
08.12.1977; 0.0; -2.0; -1.4;9999;9;0; -9.2
09.12.1977; -2.0; -4.0; -3.0;9999;8;0; -10.4
10.12.1977; -3.0; -4.0; -3.7;9999;10;0; -12.4
11.12.1977; -3.0; -5.0; -4.0;9999;4;0; -8.8
12.12.1977; -3.0; -5.0; -4.0;9999;3;0; -8.1
13.12.1977; -4.0; -5.0; -4.4;9999;3;10; -8.5
14.12.1977; -5.0; -8.0; -5.9;9999;2;10; -9.5
15.12.1977; -7.0; -17.0; -12.3;9999;2;2; -16.4
16.12.1977; -16.0; -22.0; -19.4;9999;3;0; -24.7
17.12.1977; -18.0; -23.0; -20.0;9999;3;0; -25.3
18.12.1977; -21.0; -26.0; -24.1;9999;4;0; -30.3
19.12.1977; -23.0; -26.0; -24.1;9999;3;0; -29.6
20.12.1977; -22.0; -25.0; -22.9;9999;4;0; -29.0
21.12.1977; -21.0; -24.0; -22.6;9999;3;0; -28.0
22.12.1977; -21.0; -24.0; -22.1;9999;4;0; -28.2
23.12.1977; -19.0; -23.0; -20.9;9999;4;0; -26.9
24.12.1977; -18.0; -21.0; -20.2;9999;5;0; -26.8
25.12.1977; -20.0; -23.0; -21.5;9999;4;0; -27.5
26.12.1977; -20.0; -23.0; -21.0;9999;3;0; -26.4
27.12.1977; -18.0; -24.0; -19.8;9999;2;0; -24.5
28.12.1977; -16.0; -21.0; -18.8;9999;4;0; -24.7
29.12.1977; -17.0; -25.0; -21.3;9999;4;0; -27.3
30.12.1977; -22.0; -25.0; -23.3;9999;3;0; -28.8
31.12.1977; -17.0; -24.0; -18.1;9999;3;1; -23.3
01.01.1978; -17.0; -26.0; -21.4;9999;3;3; -26.7
02.01.1978; -13.0; -26.0; -16.6;9999;6;0; -23.7
03.01.1978; -11.0; -17.0; -14.3;9999;4;0; -20.0
04.01.1978; -12.0; -17.0; -14.0;9999;4;1; -19.6
05.01.1978; -9.0; -14.0; -11.8;9999;7;0; -19.2
06.01.1978; -10.0; -15.0; -12.6;9999;6;0; -19.5
07.01.1978; -12.0; -17.0; -14.9;9999;4;0; -20.6
08.01.1978; -16.0; -18.0; -17.1;9999;5;0; -23.6
09.01.1978; -13.0; -18.0; -14.4;9999;5;0; -20.6
10.01.1978; -13.0; -18.0; -15.0;9999;2;0; -19.3
11.01.1978; -15.0; -20.0; -18.0;9999;2;0; -22.5
12.01.1978; -13.0; -20.0; -14.3;9999;2;0; -18.6
13.01.1978; -12.0; -16.0; -14.1;9999;3;0; -19.1
14.01.1978; -14.0; -20.0; -17.0;9999;4;0; -22.8
15.01.1978; -19.0; -21.0; -20.1;9999;3;0; -25.4
16.01.1978; -18.0; -21.0; -19.8;9999;3;0; -25.1
17.01.1978; -19.0; -22.0; -20.8;9999;2;0; -25.5
18.01.1978; -19.0; -22.0; -20.8;9999;3;0; -26.1
19.01.1978; -20.0; -24.0; -21.0;9999;1;0; -25.0
20.01.1978; -21.0; -26.0; -23.7;9999;1;0; -27.9
21.01.1978; -23.0; -28.0; -25.8;9999;0;0; -29.4
22.01.1978; -23.0; -28.0; -26.5;9999;1;0; -30.8
23.01.1978; -22.0; -28.0; -25.6;9999;2;0; -30.5
24.01.1978; -24.0; -28.0; -25.5;9999;3;0; -31.1
25.01.1978; -22.0; -28.0; -23.3;9999;4;0; -29.4
26.01.1978; -17.0; -23.0; -19.4;9999;8;0; -27.9
27.01.1978; -12.0; -21.0; -14.9;9999;8;0; -23.2
28.01.1978; -6.0; -16.0; -8.6;9999;9;2; -17.0
29.01.1978; -6.0; -10.0; -6.8;9999;8;0; -14.5
30.01.1978; -5.0; -14.0; -8.1;9999;6;0; -14.6
31.01.1978; -14.0; -18.0; -16.3;9999;3;11; -21.3
01.02.1978; -2.0; -18.0; -10.0;9999;1;2; -13.3
02.02.1978; -7.0; -11.0; -8.9;9999;6;0; -15.5
03.02.1978; -6.0; -10.0; -8.1;9999;6;0; -14.6
04.02.1978; -4.0; -10.0; -4.9;9999;10;1; -13.8
05.02.1978; -4.0; -7.0; -5.6;9999;11;0; -15.2
06.02.1978; -4.0; -11.0; -7.5;9999;6;0; -14.0
07.02.1978; -9.0; -19.0; -14.3;9999;4;0; -20.0
08.02.1978; -19.0; -26.0; -22.5;9999;3;0; -28.0
09.02.1978; -21.0; -28.0; -25.1;9999;2;0; -30.0
10.02.1978; -24.0; -28.0; -26.4;9999;3;0; -32.0
11.02.1978; -23.0; -28.0; -25.6;9999;3;0; -31.2
12.02.1978; -21.0; -28.0; -23.3;9999;3;0; -28.8
13.02.1978; -16.0; -25.0; -19.6;9999;3;0; -24.9
14.02.1978; -22.0; -27.0; -24.5;9999;4;0; -30.7
15.02.1978; -22.0; -27.0; -24.3;9999;1;0; -28.5
16.02.1978; -19.0; -26.0; -20.9;9999;2;0; -25.6
17.02.1978; -16.0; -22.0; -19.8;9999;1;0; -23.8
18.02.1978; -16.0; -23.0; -19.8;9999;1;0; -23.8
19.02.1978; -16.0; -23.0; -20.0;9999;1;0; -24.0
20.02.1978; -16.0; -22.0; -18.8;9999;1;0; -22.7
21.02.1978; -12.0; -21.0; -13.6;9999;4;1; -19.1
22.02.1978; -9.0; -14.0; -11.5;9999;7;0; -19.0
23.02.1978; -9.0; -14.0; -11.4;9999;4;0; -16.9
24.02.1978; -7.0; -15.0; -11.7;9999;3;0; -16.6
25.02.1978; -8.0; -16.0; -12.4;9999;2;0; -16.7
26.02.1978; -10.0; -17.0; -14.3;9999;3;0; -19.3
27.02.1978; -9.0; -20.0; -16.0;9999;1;0; -19.8
28.02.1978; -12.0; -21.0; -16.8;9999;2;0; -21.3
01.03.1978; -14.0; -21.0; -17.8;9999;3;0; -23.0
02.03.1978; -14.0; -20.0; -16.4;9999;3;0; -21.5
03.03.1978; -8.0; -19.0; -9.9;9999;4;0; -15.3
04.03.1978; -2.0; -12.0; -3.7;9999;8;0; -11.1
05.03.1978; -2.0; -5.0; -3.8;9999;8;0; -11.2
06.03.1978; -4.0; -6.0; -4.9;9999;7;2; -11.7
07.03.1978; -4.0; -11.0; -7.5;9999;4;1; -12.6
08.03.1978; -2.0; -12.0; -8.6;9999;1;0; -11.8
09.03.1978; -6.0; -16.0; -11.1;9999;2;0; -15.2
10.03.1978; -9.0; -16.0; -12.8;9999;3;0; -17.7
11.03.1978; -10.0; -15.0; -12.1;9999;2;0; -16.3
12.03.1978; -7.0; -15.0; -9.8;9999;2;0; -13.9
13.03.1978; -6.0; -13.0; -7.5;9999;4;0; -12.7
14.03.1978; -6.0; -13.0; -9.9;9999;5;0; -15.9
15.03.1978; -6.0; -13.0; -9.1;9999;4;0; -14.4
16.03.1978; -6.0; -12.0; -9.8;9999;4;0; -15.1
17.03.1978; -4.0; -13.0; -9.4;9999;2;0; -13.4
18.03.1978; -4.0; -13.0; -7.3;9999;5;0; -13.1
19.03.1978; -3.0; -10.0; -5.9;9999;4;23; -10.9
20.03.1978; -4.0; -9.0; -5.3;9999;3;2; -9.4
21.03.1978; -2.0; -10.0; -6.9;9999;2;1; -10.6
22.03.1978; -4.0; -10.0; -5.9;9999;3;0; -10.3
23.03.1978; -2.0; -8.0; -3.2;9999;4;0; -8.0
24.03.1978; 1.0; -4.0; -0.8;9999;4;0; -5.4
25.03.1978; 0.0; -1.0; -0.4;9999;6;0; -6.3
26.03.1978; 1.0; -5.0; -1.4;9999;5;0; -6.8
27.03.1978; 0.0; -8.0; -3.0;9999;7;0; -9.8
28.03.1978; -2.0; -9.0; -5.3;9999;6;0; -11.7
29.03.1978; -3.0; -10.0; -6.1;9999;7;0; -13.1
30.03.1978; -3.0; -12.0; -6.7;9999;4;0; -11.9
31.03.1978; -2.0; -12.0; -6.5;9999;3;0; -11.1
01.04.1978; -6.0; -13.0; -9.4;9999;4;0; -14.8
02.04.1978; -7.0; -15.0; -11.5;9999;2;0; -15.7
03.04.1978; -6.0; -15.0; -11.0;9999;2;0; -15.2
04.04.1978; -6.0; -15.0; -10.0;9999;2;0; -14.1
05.04.1978; -4.0; -13.0; -8.6;9999;1;0; -11.9
06.04.1978; -4.0; -12.0; -8.0;9999;1;0; -11.2
07.04.1978; -5.0; -11.0; -7.9;9999;3;0; -12.3
08.04.1978; 0.0; -11.0; -4.5;9999;3;0; -8.8
09.04.1978; 1.0; -8.0; -3.4;9999;3;0; -7.7
10.04.1978; 0.0; -8.0; -4.0;9999;1;0; -6.9
11.04.1978; 0.0; -7.0; -4.0;9999;3;0; -8.0
12.04.1978; -4.0; -6.0; -5.6;9999;2;0; -9.1
13.04.1978; -4.0; -6.0; -4.9;9999;3;1; -9.0
14.04.1978; -4.0; -6.0; -4.9;9999;2;0; -8.3
15.04.1978; -3.0; -6.0; -3.9;9999;2;1; -7.2
16.04.1978; 0.0; -6.0; -2.6;9999;2;0; -6.1
17.04.1978; -2.0; -6.0; -3.3;9999;7;0; -10.2
18.04.1978; -3.0; -10.0; -6.5;9999;5;0; -12.4
19.04.1978; -5.0; -11.0; -8.1;9999;3;0; -12.8
20.04.1978; -4.0; -12.0; -8.3;9999;3;0; -13.0
21.04.1978; -4.0; -12.0; -7.8;9999;2;0; -11.8
22.04.1978; -1.0; -12.0; -5.3;9999;2;0; -9.0
23.04.1978; -1.0; -9.0; -3.4;9999;3;0; -7.6
24.04.1978; 0.0; -6.0; -3.8;9999;2;0; -7.2
25.04.1978; -2.0; -7.0; -4.2;9999;2;0; -7.6
26.04.1978; 0.0; -7.0; -3.5;9999;9;4; -11.3
27.04.1978; 0.0; -5.0; -1.5;9999;4;10; -5.9
28.04.1978; -1.0; -6.0; -3.4;9999;2;0; -6.7
29.04.1978; -3.0; -6.0; -4.1;9999;3;0; -8.0
30.04.1978; -3.0; -5.0; -3.7;9999;2;0; -6.9
01.05.1978; 0.0; -5.0; -1.4;9999;3;2; -5.0
02.05.1978; 1.0; -2.0; -0.9;9999;9;4; -8.5
03.05.1978; 2.0; -2.0; 0.6;9999;7;6; -5.6
04.05.1978; 2.0; -2.0; -0.3;9999;9;6; -8.0
05.05.1978; 1.0; -3.0; -1.1;9999;4;2; -5.4
06.05.1978; 2.0; -2.0; 0.2;9999;6;1; -5.4
07.05.1978; 2.0; -1.0; 0.0;9999;1;11; -2.2
08.05.1978; 4.0; -1.0; 0.8;9999;4;0; -3.5
09.05.1978; 1.0; -1.0; 0.3;9999;10;3; -7.9
10.05.1978; 1.0; -1.0; 0.1;9999;9;12; -7.3
11.05.1978; 4.0; -1.0; 1.8;9999;1;4; -0.3
12.05.1978; 4.0; -1.0; 1.8;9999;2;1; -0.9
13.05.1978; 4.0; -4.0; -0.4;9999;2;0; -3.4
14.05.1978; 6.0; -4.0; 1.7;9999;5;0; -3.2
15.05.1978; 5.0; -1.0; 2.1;9999;2;6; -0.8
16.05.1978; 4.0; 0.0; 1.2;9999;12;2; -8.3
17.05.1978; 2.0; -2.0; -0.4;9999;5;1; -5.3
18.05.1978; 1.0; -3.0; -0.5;9999;2;1; -3.4
19.05.1978; 5.0; -1.0; 0.8;9999;5;3; -4.1
20.05.1978; 5.0; -1.0; 2.4;9999;2;13; -0.4
21.05.1978; 8.0; 1.0; 4.5;9999;2;0; 1.7
22.05.1978; 6.0; -3.0; 0.4;9999;2;0; -2.5
23.05.1978; 8.0; -3.0; 3.8;9999;1;0; 1.8
24.05.1978; 7.0; 1.0; 3.0;9999;2;0; 0.3
25.05.1978; 5.0; 1.0; 2.2;9999;2;0; -0.5
26.05.1978; 2.0; -1.0; 0.4;9999;1;1; -1.7
27.05.1978; 6.0; -1.0; 2.1;9999;3;1; -1.3
28.05.1978; 11.0; 0.0; 7.8;9999;3;0; 4.5
29.05.1978; 9.0; 2.0; 5.9;9999;4;0; 2.0
30.05.1978; 10.0; 2.0; 5.8;9999;1;0; 4.0
31.05.1978; 10.0; 3.0; 7.9;9999;2;0; 5.6
01.06.1978; 14.0; 4.0; 9.2;9999;2;0; 6.7
02.06.1978; 12.0; 3.0; 7.9;9999;2;0; 5.6
03.06.1978; 11.0; 3.0; 8.0;9999;1;0; 6.3
04.06.1978; 14.0; 5.0; 11.1;9999;4;0; 7.2
05.06.1978; 15.0; 5.0; 9.6;9999;3;0; 6.7
06.06.1978; 12.0; 5.0; 8.5;9999;3;0; 5.6
07.06.1978; 10.0; 5.0; 7.6;9999;4;2; 4.0
08.06.1978; 7.0; 5.0; 5.7;9999;3;17; 3.0
09.06.1978; 14.0; 5.0; 10.7;9999;3;4; 7.6
10.06.1978; 16.0; 5.0; 10.0;9999;4;0; 6.3
11.06.1978; 12.0; 5.0; 9.3;9999;3;0; 6.8
12.06.1978; 14.0; 7.0; 11.4;9999;3;1; 9.3
13.06.1978; 14.0; 6.0; 8.9;9999;4;0; 5.8
14.06.1978; 10.0; 5.0; 7.0;9999;3;0; 4.2
15.06.1978; 9.0; 4.0; 5.7;9999;4;0; 2.3
16.06.1978; 9.0; 4.0; 8.0;9999;2;0; 6.1
17.06.1978; 9.0; 8.0; 8.6;9999;9;3; 2.2
18.06.1978; 11.0; 6.0; 8.0;9999;1;2; 6.8
19.06.1978; 12.0; 6.0; 9.2;9999;3;0; 6.9
20.06.1978; 14.0; 6.0; 9.3;9999;4;3; 6.2
21.06.1978; 8.0; 5.0; 6.6;9999;7;13; 1.4
22.06.1978; 6.0; 4.0; 4.4;9999;1;5; 2.9
23.06.1978; 8.0; 4.0; 5.6;9999;1;2; 4.2
24.06.1978; 8.0; 5.0; 6.6;9999;2;0; 4.7
25.06.1978; 11.0; 6.0; 9.0;9999;4;3; 6.1
26.06.1978; 12.0; 8.0; 9.2;9999;2;5; 7.8
27.06.1978; 12.0; 7.0; 9.4;9999;3;1; 7.2
28.06.1978; 13.0; 7.0; 9.2;9999;4;3; 6.3
29.06.1978; 11.0; 6.0; 8.0;9999;3;0; 5.7
30.06.1978; 10.0; 6.0; 8.4;9999;3;0; 6.2
01.07.1978; 21.0; 8.0; 11.6;9999;2;1; 9.7
02.07.1978; 18.0; 9.0; 12.8;9999;4;0; 9.5
03.07.1978; 14.0; 7.0; 9.9;9999;6;0; 5.5
04.07.1978; 9.0; 7.0; 7.8;9999;5;18; 4.1
05.07.1978; 10.0; 5.0; 7.5;9999;2;13; 5.7
06.07.1978; 13.0; 6.0; 9.4;9999;3;0; 7.0
07.07.1978; 16.0; 7.0; 11.6;9999;2;0; 10.0
08.07.1978; 18.0; 9.0; 12.8;9999;2;0; 10.8
09.07.1978; 16.0; 9.0; 11.5;9999;1;0; 10.7
10.07.1978; 12.0; 8.0; 8.9;9999;2;15; 7.4
11.07.1978; 10.0; 8.0; 8.8;9999;2;8; 7.4
12.07.1978; 10.0; 7.0; 7.6;9999;5;5; 4.0
13.07.1978; 13.0; 7.0; 10.8;9999;3;0; 8.8
14.07.1978; 13.0; 9.0; 12.0;9999;7;22; 7.8
15.07.1978; 13.0; 8.0; 10.0;9999;2;1; 8.8
16.07.1978; 12.0; 8.0; 9.6;9999;2;0; 8.2
17.07.1978; 13.0; 8.0; 11.3;9999;2;0; 10.3
18.07.1978; 12.0; 8.0; 9.0;9999;3;2; 7.0
19.07.1978; 11.0; 8.0; 9.9;9999;2;0; 8.7
20.07.1978; 22.0; 9.0; 13.1;9999;1;1; 12.8
21.07.1978; 11.0; 8.0; 9.2;9999;3;15; 7.2
22.07.1978; 12.0; 8.0; 10.3;9999;3;0; 8.4
23.07.1978; 17.0; 8.0; 12.0;9999;4;0; 9.6
24.07.1978; 16.0; 10.0; 12.3;9999;12;8; 4.4
25.07.1978; 12.0; 10.0; 11.7;9999;5;15; 8.6
26.07.1978; 16.0; 9.0; 11.4;9999;2;7; 10.3
27.07.1978; 15.0; 8.0; 11.0;9999;2;0; 9.8
28.07.1978; 16.0; 8.0; 11.9;9999;2;0; 10.5
29.07.1978; 15.0; 9.0; 11.6;9999;4;0; 9.0
30.07.1978; 13.0; 9.0; 11.9;9999;7;8; 7.4
31.07.1978; 19.0; 10.0; 12.7;9999;4;12; 10.4
01.08.1978; 13.0; 10.0; 11.5;9999;3;3; 9.8
02.08.1978; 16.0; 10.0; 12.1;9999;3;1; 9.8
03.08.1978; 16.0; 10.0; 12.1;9999;3;0; 9.8
04.08.1978; 17.0; 10.0; 13.4;9999;3;0; 11.5
05.08.1978; 18.0; 11.0; 15.4;9999;2;0; 14.6
06.08.1978; 16.0; 12.0; 14.4;9999;2;5; 13.8
07.08.1978; 23.0; 12.0; 17.0;9999;3;0; 15.9
08.08.1978; 21.0; 14.0; 16.6;9999;2;3; 16.0
09.08.1978; 17.0; 9.0; 12.6;9999;3;0; 10.8
10.08.1978; 14.0; 9.0; 11.7;9999;2;6; 10.8
11.08.1978; 17.0; 8.0; 12.3;9999;2;0; 11.2
12.08.1978; 14.0; 8.0; 11.5;9999;3;0; 9.9
13.08.1978; 12.0; 10.0; 10.7;9999;2;2; 9.5
14.08.1978; 17.0; 8.0; 11.5;9999;3;0; 9.4
15.08.1978; 16.0; 8.0; 11.2;9999;4;0; 8.7
16.08.1978; 15.0; 8.0; 11.2;9999;2;0; 10.0
17.08.1978; 13.0; 8.0; 11.2;9999;2;0; 10.0
18.08.1978; 14.0; 10.0; 12.3;9999;3;0; 10.7
19.08.1978; 14.0; 8.0; 11.2;9999;4;0; 8.8
20.08.1978; 12.0; 8.0; 11.4;9999;4;0; 9.0
21.08.1978; 17.0; 8.0; 11.9;9999;3;0; 9.9
22.08.1978; 12.0; 8.0; 10.4;9999;3;0; 8.5
23.08.1978; 15.0; 9.0; 12.1;9999;3;0; 10.1
24.08.1978; 13.0; 9.0; 10.6;9999;5;1; 7.2
25.08.1978; 14.0; 9.0; 10.6;9999;4;1; 7.8
26.08.1978; 14.0; 8.0; 10.5;9999;3;0; 8.5
27.08.1978; 15.0; 8.0; 11.6;9999;2;0; 10.0
28.08.1978; 15.0; 6.0; 9.9;9999;2;1; 7.7
29.08.1978; 15.0; 4.0; 9.8;9999;4;0; 6.0
30.08.1978; 12.0; 4.0; 8.4;9999;4;0; 4.4
31.08.1978; 11.0; 2.0; 7.0;9999;3;0; 3.7
01.09.1978; 12.0; 2.0; 8.5;9999;3;0; 5.9
02.09.1978; 12.0; 6.0; 9.5;9999;3;0; 7.2
03.09.1978; 13.0; 3.0; 6.6;9999;4;0; 3.4
04.09.1978; 8.0; 2.0; 5.8;9999;3;1; 3.2
05.09.1978; 11.0; 2.0; 8.6;9999;2;1; 6.6
06.09.1978; 16.0; 6.0; 10.2;9999;4;0; 6.5
07.09.1978; 16.0; 6.0; 10.4;9999;3;0; 7.3
08.09.1978; 13.0; 5.0; 8.8;9999;3;0; 5.4
09.09.1978; 13.0; 3.0; 7.6;9999;2;0; 5.0
10.09.1978; 12.0; 3.0; 8.5;9999;3;0; 5.6
11.09.1978; 10.0; 6.0; 8.4;9999;2;0; 6.3
12.09.1978; 12.0; 0.0; 7.2;9999;2;0; 4.8
13.09.1978; 12.0; 5.0; 8.2;9999;4;0; 4.9
14.09.1978; 11.0; 4.0; 7.6;9999;3;0; 4.7
15.09.1978; 8.0; 2.0; 5.5;9999;4;0; 1.4
16.09.1978; 10.0; 2.0; 6.0;9999;4;0; 1.9
17.09.1978; 10.0; 2.0; 5.9;9999;2;0; 3.4
18.09.1978; 9.0; 2.0; 6.5;9999;3;0; 3.8
19.09.1978; 9.0; 3.0; 5.9;9999;3;0; 3.0
20.09.1978; 10.0; 3.0; 7.5;9999;4;0; 3.8
21.09.1978; 9.0; 6.0; 7.6;9999;5;4; 3.9
22.09.1978; 11.0; 6.0; 8.8;9999;3;9; 6.5
23.09.1978; 10.0; 6.0; 8.8;9999;3;0; 6.3
24.09.1978; 14.0; 6.0; 9.6;9999;3;0; 6.6
25.09.1978; 10.0; -1.0; 4.9;9999;4;0; 0.6
26.09.1978; 6.0; -1.0; 4.0;9999;7;0; -2.3
27.09.1978; 8.0; 2.0; 4.9;9999;4;0; 0.8
28.09.1978; 7.0; -1.0; 2.9;9999;3;0; -0.7
29.09.1978; 6.0; -1.0; 3.0;9999;4;0; -1.1
30.09.1978; 8.0; 0.0; 4.0;9999;3;2; 0.8
01.10.1978; 7.0; 2.0; 4.9;9999;5;13; 0.6
02.10.1978; 8.0; 4.0; 5.7;9999;3;8; 2.8
03.10.1978; 7.0; 4.0; 5.2;9999;6;4; 0.3
04.10.1978; 6.0; 4.0; 5.1;9999;9;5; -1.9
05.10.1978; 7.0; 5.0; 6.0;9999;6;1; 0.7
06.10.1978; 7.0; 1.0; 3.5;9999;5;0; -1.2
07.10.1978; 5.0; 0.0; 2.5;9999;2;5; -0.2
08.10.1978; 7.0; -1.0; 2.8;9999;2;0; -0.2
09.10.1978; 6.0; -1.0; 1.1;9999;3;0; -2.6
10.10.1978; 2.0; -1.0; 0.7;9999;5;0; -4.5
11.10.1978; 2.0; -1.0; 0.4;9999;10;0; -7.9
12.10.1978; 4.0; -1.0; 1.2;9999;8;0; -5.6
13.10.1978; 3.0; 0.0; 2.0;9999;5;1; -2.9
14.10.1978; 4.0; 1.0; 2.4;9999;5;0; -2.7
15.10.1978; 3.0; 0.0; 1.2;9999;3;0; -2.7
16.10.1978; 4.0; 0.0; 1.1;9999;1;0; -1.2
17.10.1978; 4.0; 0.0; 2.0;9999;3;4; -1.4
18.10.1978; 3.0; -3.0; 0.4;9999;3;1; -3.4
19.10.1978; 0.0; -3.0; -1.1;9999;3;2; -4.8
20.10.1978; 0.0; -5.0; -1.6;9999;1;10; -4.0
21.10.1978; -1.0; -9.0; -5.4;9999;2;1; -9.1
22.10.1978; -3.0; -11.0; -7.5;9999;2;0; -11.5
23.10.1978; -6.0; -11.0; -7.8;9999;5;0; -13.7
24.10.1978; -6.0; -9.0; -6.5;9999;5;1; -12.1
25.10.1978; -4.0; -7.0; -5.3;9999;8;4; -12.8
26.10.1978; -5.0; -12.0; -8.0;9999;6;2; -14.5
27.10.1978; -11.0; -17.0; -14.1;9999;3;0; -19.1
28.10.1978; -11.0; -17.0; -13.9;9999;4;0; -19.6
29.10.1978; -8.0; -15.0; -9.2;9999;4;0; -14.6
30.10.1978; -5.0; -6.0; -5.8;9999;3;0; -10.1
31.10.1978; -4.0; -11.0; -7.8;9999;3;0; -12.3
01.11.1978; -7.0; -11.0; -8.9;9999;5;0; -14.9
02.11.1978; -4.0; -10.0; -5.8;9999;2;0; -9.6
03.11.1978; -2.0; -7.0; -4.5;9999;2;0; -8.2
04.11.1978; -4.0; -8.0; -6.5;9999;4;0; -11.7
05.11.1978; -5.0; -8.0; -5.4;9999;3;1; -9.6
06.11.1978; -4.0; -6.0; -4.9;9999;8;2; -12.4
07.11.1978; -5.0; -12.0; -9.4;9999;3;0; -14.2
08.11.1978; -9.0; -14.0; -12.1;9999;3;0; -17.0
09.11.1978; -10.0; -14.0; -11.2;9999;1;0; -14.8
10.11.1978; -8.0; -16.0; -12.2;9999;2;0; -16.5
11.11.1978; -11.0; -18.0; -15.1;9999;3;0; -20.2
12.11.1978; -11.0; -18.0; -15.0;9999;3;0; -20.1
13.11.1978; -12.0; -17.0; -15.3;9999;3;0; -20.4
14.11.1978; -9.0; -17.0; -11.8;9999;2;0; -16.0
15.11.1978; -7.0; -12.0; -7.9;9999;2;0; -11.8
16.11.1978; -2.0; -8.0; -3.3;9999;3;2; -7.3
17.11.1978; -2.0; -8.0; -5.2;9999;2;0; -8.8
18.11.1978; -6.0; -9.0; -8.1;9999;4;0; -13.3
19.11.1978; -8.0; -11.0; -9.3;9999;3;5; -13.8
20.11.1978; -8.0; -11.0; -9.8;9999;4;1; -15.1
21.11.1978; -5.0; -11.0; -5.4;9999;7;1; -12.3
22.11.1978; -3.0; -5.0; -4.2;9999;7;1; -11.0
23.11.1978; -3.0; -8.0; -5.5;9999;5;1; -11.1
24.11.1978; -8.0; -11.0; -9.3;9999;4;0; -14.6
25.11.1978; -7.0; -15.0; -10.4;9999;3;2; -15.0
26.11.1978; -13.0; -18.0; -15.4;9999;3;0; -20.5
27.11.1978; -15.0; -18.0; -17.1;9999;3;0; -22.3
28.11.1978; -14.0; -19.0; -16.9;9999;4;0; -22.7
29.11.1978; -16.0; -19.0; -17.2;9999;3;0; -22.4
30.11.1978; -13.0; -15.0; -14.2;9999;2;0; -18.5
01.12.1978; -13.0; -18.0; -15.5;9999;3;0; -20.5
02.12.1978; -17.0; -27.0; -23.4;9999;3;1; -28.9
03.12.1978; -19.0; -27.0; -22.0;9999;5;0; -28.7
04.12.1978; -21.0; -28.0; -25.0;9999;4;0; -31.2
05.12.1978; -20.0; -28.0; -24.2;9999;4;0; -30.4
06.12.1978; -18.0; -24.0; -20.8;9999;3;0; -26.2
07.12.1978; -20.0; -24.0; -22.3;9999;5;0; -29.0
08.12.1978; -20.0; -24.0; -22.2;9999;5;0; -28.9
09.12.1978; -16.0; -24.0; -17.4;9999;5;0; -23.8
10.12.1978; -14.0; -17.0; -14.9;9999;4;6; -20.5
11.12.1978; -14.0; -17.0; -16.1;9999;4;0; -21.8
12.12.1978; -16.0; -23.0; -20.6;9999;4;0; -26.6
13.12.1978; -22.0; -24.0; -22.6;9999;3;0; -28.0
14.12.1978; -22.0; -25.0; -23.6;9999;2;0; -28.4
15.12.1978; -17.0; -24.0; -18.1;9999;3;0; -23.3
16.12.1978; -18.0; -23.0; -21.4;9999;4;0; -27.4
17.12.1978; -22.0; -26.0; -23.8;9999;5;0; -30.6
18.12.1978; -21.0; -26.0; -23.3;9999;2;0; -28.1
